data	iloœæ wody dop³yw	suma w zbiorniku po pó³nocy	po odlaniu 	suma w zbiorniku o 8.00	z1	z2	z3									
25.08.2009	3414	256737	256737	251602			251603									
26.08.2009	3275	255016	255016	249915			249916									
27.08.2009	2932	253190	253190	248126			248127									
28.08.2009	3145	251058	251058	246036			246037									
29.08.2009	2695	249181	249181	244197			244198									
30.08.2009	3341	246892	246892	241954			241955									
31.08.2009	5457	245295	245295	240389			240390									
01.09.2009	6149	245846	245846	240929			240930									
02.09.2009	8348	247078	247078	242136			242137									
03.09.2009	11150	250484	250484	245474			245475									
04.09.2009	11735	256624	256624	251491			251492									
05.09.2009	12765	263226	263226	257961			257962									
06.09.2009	10400	270726	270726	265311			265312									
07.09.2009	9139	275711	275711	270196			270197									
08.09.2009	6976	279335	279335	273748			273749									
09.09.2009	5564	280724	280724	275109			275110									
10.09.2009	5809	280673	280673	275059			275060									
11.09.2009	3527	280868	280868	275250			275251									
12.09.2009	3724	278777	278777	273201			273202									
13.09.2009	3046	276925	276925	271386			271387									
14.09.2009	3441	274432	274432	268943			268944									
15.09.2009	4357	272384	272384	266936			266937									
16.09.2009	4192	271293	271293	265867			265868									
17.09.2009	4241	270059	270059	264657			264658									
18.09.2009	3575	268898	268898	263520			263521									
19.09.2009	3303	267095	267095	261753			261754									
20.09.2009	3972	265056	265056	259754			259755									
21.09.2009	3437	263726	263726	258451			258452									
22.09.2009	4623	261888	261888	256650			256651									
23.09.2009	3948	261273	261273	256047			256048									
24.09.2009	4215	259995	259995	254795			254796									
25.09.2009	4108	259010	259010	253829			253830									
26.09.2009	3173	257937	257937	252778			252779									
27.09.2009	3905	255951	255951	250831			250832									
28.09.2009	4246	254736	254736	249641			249642									
29.09.2009	3320	253887	253887	248809			248810									
30.09.2009	4521	252129	252129	247086			247087									
01.10.2009	4278	251607	251607	246574			246575									
02.10.2009	3843	250852	250852	245834			245835									
03.10.2009	3279	249677	249677	244683			244684									
04.10.2009	4913	247962	247962	243002			243003									
05.10.2009	4446	247915	247915	242956			242957									
06.10.2009	3992	247402	247402	242453			242454									
07.10.2009	5519	246445	246445	241516			241517									
08.10.2009	5136	247035	247035	242094			242095									
09.10.2009	5256	247230	247230	242285			242286									
10.10.2009	4347	247541	247541	242590			242591									
11.10.2009	4793	246937	246937	241998			241999									
12.10.2009	4486	246791	246791	241855			241856									
13.10.2009	5308	246341	246341	241414			241415									
14.10.2009	5892	246722	246722	241787			241788									
15.10.2009	5905	247679	247679	242725			242726									
16.10.2009	5304	248630	248630	243657			243658									
17.10.2009	6051	248961	248961	243981			243982									
18.10.2009	6006	250032	250032	245031			245032									
19.10.2009	5639	251037	251037	246016			246017									
20.10.2009	6020	251655	251655	246621			246622									
21.10.2009	6531	252641	252641	247588			247589									
22.10.2009	5833	254119	254119	249036			249037									
23.10.2009	6700	254869	254869	249771			249772									
24.10.2009	6400	256471	256471	251341			251342									
25.10.2009	6810	257741	257741	252586			252587									
26.10.2009	6345	259396	259396	254208			254209									
27.10.2009	7064	260553	260553	255341			255342									
28.10.2009	6182	262405	262405	257156			257157									
29.10.2009	7390	263338	263338	258071			258072									
30.10.2009	7112	265461	265461	260151			260152									
31.10.2009	7143	267263	267263	261917			261918									
01.11.2009	8248	269060	269060	263678			263679									
02.11.2009	7794	271926	271926	266487			266488									
03.11.2009	7792	274281	274281	268795			268796									
04.11.2009	7836	276587	276587	271055			271056									
05.11.2009	7242	278891	278891	273313			273314									
06.11.2009	8597	280555	280555	274943			274944									
07.11.2009	9329	283540	283540	277869			277870									
08.11.2009	8457	287198	287198	281454			281455									
09.11.2009	8921	289911	289911	284112			284113									
10.11.2009	8363	293033	293033	287172			287173									
11.11.2009	8451	295535	295535	289624			289625									
12.11.2009	8901	298075	298075	292113			292114									
13.11.2009	8365	301014	301014	294993			294994									
14.11.2009	8734	303358	303358	297290			297291									
15.11.2009	8737	306024	306024	299903			299904									
16.11.2009	8432	308640	308640	302467			302468									
17.11.2009	9161	310899	310899	304681			304682									
18.11.2009	8463	313842	313842	307565			307566									
19.11.2009	9180	316028	316028	309707			309708									
20.11.2009	8682	318887	318887	312509			312510									
21.11.2009	8687	321191	321191	314767			314768									
22.11.2009	8286	323454	323454	316984			316985									
23.11.2009	7644	325270	325270	318764			318765									
24.11.2009	7906	326408	326408	319879			319880									
25.11.2009	7961	327785	327785	321229			321230									
26.11.2009	7930	329190	329190	322606			322607									
27.11.2009	7965	330536	330536	323925			323926									
28.11.2009	8289	331890	331890	325252			325253									
29.11.2009	8250	333541	333541	326870			326871									
30.11.2009	8314	335120	335120	328417			328418									
01.12.2009	7085	336731	336731	329996			329997									
02.12.2009	8015	337081	337081	330339			330340									
03.12.2009	6931	338354	338354	331586			331587									
04.12.2009	8472	338517	338517	331746			331747									
05.12.2009	6805	340218	340218	333413			333414									
06.12.2009	7861	340218	340218	333413			333414									
07.12.2009	7963	341274	341274	334448			334449									
08.12.2009	6497	342411	342411	335562			335563									
09.12.2009	6846	342059	342059	335217			335218									
10.12.2009	7179	342063	342063	335221			335222									
11.12.2009	7455	342400	342400	335552			335552									
12.12.2009	6706	343007	343007	336146			336147									
13.12.2009	6556	342852	342852	335994			335995									
14.12.2009	6237	342550	342550	335699			335699									
15.12.2009	5852	341936	341936	335097			335098									
16.12.2009	5539	340949	340949	334130			334131									
17.12.2009	5991	339669	339669	332875			332876									
18.12.2009	5999	338866	338866	332088			332089									
19.12.2009	5603	338087	338087	331325			331326									
20.12.2009	5381	336928	336928	330189			330190									
21.12.2009	4554	335570	335570	328858			328859									
22.12.2009	4693	333412	333412	326743			326744									
23.12.2009	5114	331436	331436	324807			324808									
24.12.2009	4478	329921	329921	323322			323323									
25.12.2009	5057	327800	327800	321244			321244									
26.12.2009	4726	326301	326301	319774			319775									
27.12.2009	4459	324500	324500	318010			318010									
28.12.2009	4966	322469	322469	316019			316020									
29.12.2009	4629	320985	320985	314565			314566									
30.12.2009	4074	319194	319194	312810			312811									
31.12.2009	3179	316884	316884	310546			310547									
01.01.2010	3946	313725	313725	307450			307451									
02.01.2010	4282	311396	311396	305168			305169									
03.01.2010	4133	309450	309450	303261			303261									
04.01.2010	4241	307394	307394	301246			301247									
05.01.2010	3132	305487	305487	299377			299378									
06.01.2010	3610	302509	302509	296458			296459									
07.01.2010	3752	300068	300068	294066			294067									
08.01.2010	2687	297818	297818	291861			291862									
09.01.2010	4436	294548	294548	288657			288658									
10.01.2010	4002	293093	293093	287231			287232									
11.01.2010	4281	291233	291233	285408			285409									
12.01.2010	4332	289689	289689	283895			283896									
13.01.2010	2749	288227	288227	282462			282463									
14.01.2010	4331	285211	285211	279506			279507									
15.01.2010	4670	283837	283837	278160			278161									
16.01.2010	3679	282830	282830	277173			277174									
17.01.2010	3257	280852	280852	275234			275235									
18.01.2010	3690	278491	278491	272921			272922									
19.01.2010	2531	276611	276611	271078			271079									
20.01.2010	2913	273609	273609	268136			268137									
21.01.2010	3043	271049	271049	265628			265629									
22.01.2010	3594	268671	268671	263297			263298									
23.01.2010	2914	266891	266891	261553			261554									
24.01.2010	3255	264467	264467	259177			259178									
25.01.2010	3170	262432	262432	257183			257184									
26.01.2010	4001	260353	260353	255145			255146									
27.01.2010	3064	259146	259146	253963			253964									
28.01.2010	3158	257027	257027	251886			251887									
29.01.2010	3386	255044	255044	249943			249944									
30.01.2010	2837	253329	253329	248262			248263									
31.01.2010	2469	251099	251099	246077			246078									
01.02.2010	3161	248546	248546	243575			243576									
02.02.2010	3555	246736	246736	241801			241802									
03.02.2010	2539	245356	245356	240448			240449									
04.02.2010	3521	242987	242987	238127			238128									
05.02.2010	2706	241648	241648	236815			236816									
06.02.2010	2548	239521	239521	234730			234731									
07.02.2010	2861	237278	237278	232532			232533									
08.02.2010	3474	235393	235393	230685			230686									
09.02.2010	3671	234159	234159	229475			229476									
10.02.2010	4195	233146	233146	228483			228484									
11.02.2010	3535	232678	232678	228024			228025									
12.02.2010	2888	231559	231559	226927			226928									
13.02.2010	4162	229815	229815	225218			225219									
14.02.2010	3749	229380	229380	224792			224793									
15.02.2010	4566	228541	228541	223970			223971									
16.02.2010	3898	228536	228536	223965			223966									
17.02.2010	3404	227863	227863	223305			223306									
18.02.2010	3474	226709	226709	222174			222175									
19.02.2010	2834	225648	225648	221135			221136									
20.02.2010	3331	223969	223969	219489			219490									
21.02.2010	4684	222820	222820	218363			218364									
22.02.2010	3249	223047	223047	218586			218587									
23.02.2010	3752	221835	221835	217398			217399									
24.02.2010	2255	221150	221150	216727			216727									
25.02.2010	3915	218982	218982	214602			214603									
26.02.2010	2981	218517	218517	214146			214147									
27.02.2010	3350	217127	217127	212784			212785									
28.02.2010	3489	216134	216134	211811			211812									
01.03.2010	3347	215300	215300	210994			210994									
02.03.2010	2368	214341	214341	210054			210055									
03.03.2010	2176	212422	212422	208173			208174									
04.03.2010	4717	210349	210349	206142			206143									
05.03.2010	4199	210859	210859	206641			206642									
06.03.2010	3151	210840	210840	206623			206624									
07.03.2010	2588	209774	209774	205578			205579									
08.03.2010	4139	208166	208166	204002			204003									
09.03.2010	4565	208141	208141	203978			203979									
10.03.2010	4303	208543	208543	204372			204373									
11.03.2010	3600	208675	208675	204501			204502									
12.03.2010	6380	208101	208101	203938			203939									
13.03.2010	4862	210318	210318	206111			206112									
14.03.2010	5288	210973	210973	206753			206754									
15.03.2010	4874	212041	212041	207800			207801									
16.03.2010	5769	212674	212674	208420			208421									
17.03.2010	5108	214189	214189	209905			209906									
18.03.2010	4101	215013	215013	210712			210713									
19.03.2010	4980	214813	214813	210516			210517									
20.03.2010	6083	215496	215496	211186			211187									
21.03.2010	4526	217269	217269	212923			212924									
22.03.2010	3431	217449	217449	213100			213101									
23.03.2010	5177	216531	216531	212200			212201									
24.03.2010	4805	217377	217377	213029			213030									
